text_id,text,topic,initial_paragraph,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,clean_text_bert,clean_text_tfidf,clean_text
2-12010,"Beri Dukungan untuk Palestina, China Menghapus Negara Israel Dalam Peta Dunia ://","Tionghoa, Jewish",,0,0,0,0,0,0,0,0,0,"Beri Dukungan untuk Palestina, China Menghapus Negara Israel Dalam Peta Dunia ://",dukungan palestina china menghapus negara israel peta dunia,dukungan palestina china menghapus negara israel peta dunia
3-1405,Tidakkah kita merasa iri dengan solidaritas yang ditunjukkan kaum kuffar dari berbagai negara terhadap Zionis Israel?? Kenapa malah menggembosi??,Jewish,,0,0,0,1,0,0,0,0,0,Tidakkah kita merasa iri dengan solidaritas yang ditunjukkan kaum kuffar dari berbagai negara terhadap Zionis Israel?? Kenapa malah menggembosi??,iri solidaritas kaum kuffar negara zionis israel menggembosi,iri solidaritas kaum kuffar negara zionis israel menggembosi
4-348,"Samsung A54 5G 8/256Gb Sein Super Mulus Likenew Rp4,999,000 - 57131 Bismillah dijual Samsung A54 5G 8/256Gb White Kondisi & Keterangan yang Dijual • Unit Bergaransi Resmi SEIN Indonesia On - Agustus 2024 • Super Likenew Mulus seperti baru , Tidak ada Dent / Lecet Ataupun secretch layar • Fullset original sesuai bawaan slimpack belum kepakai alias baru • Hardware - Software berfungsi dengan baik tidak ada cacat fungsi • Sudah lolos QC ( Pengecekan ) Oleh team kita • Tukar tambah tawarkan asal cocok • Cod menyesuaikan , Rekber By Toko Ijo Harga : 5,000 K Net / Pas Tokopedia : https://tokopedia.link/w61QDkYZ8Fb Contact : 081226339074 Terima Kasih !",Disabilitas,,0,0,0,0,0,0,0,0,0,"Samsung A54 5G 8/256Gb Sein Super Mulus Likenew Rp4,99,00 - 57131 Bismillah dijual Samsung A54 5G 8/256Gb White Kondisi & Keterangan yang Dijual Unit Bergaransi Resmi SEIN Indonesia On - Agustus 2024 Super Likenew Mulus seperti baru , Tidak ada Dent / Lecet Ataupun secretch layar Fullset original sesuai bawaan slimpack belum kepakai alias baru Hardware - Software berfungsi dengan baik tidak ada cacat fungsi Sudah lolos QC ( Pengecekan ) Oleh team kita Tukar tambah tawarkan asal cocok Cod menyesuaikan , Rekber By Toko Ijo Harga : 5,00 K Net / Pas Tokopedia : Contact : 081226339074 Terima Kasih !",samsung sein super mulus likenew bismillah dijual samsung white kondisi keterangan dijual unit bergaransi resmi sein indonesia agustus super likenew mulus tidak dent lecet secretch layar fullset original sesuai bawaan slimpack belum kepakai alias hardware software berfungsi tidak cacat fungsi lolos pengecekan team tukar tawarkan cocok cod menyesuaikan rekber toko ijo harga net pas tokopedia contact terima kasih,samsung sein super mulus likenew bismillah dijual samsung white kondisi keterangan dijual unit bergaransi resmi sein indonesia agustus super likenew mulus tidak dent lecet secretch layar fullset original sesuai bawaan slimpack belum kepakai alias hardware software berfungsi tidak cacat fungsi lolos pengecekan team tukar tawarkan cocok cod menyesuaikan rekber toko ijo harga net pas tokopedia contact terima kasih
1-6149,"Hati2 buat semua dgn lelang ""Mustofa Zainal gemstone,"" ngaku orang Banyuwangi pensiunan guru, langsung postingan hilang ketika saya sdh transfer alias kabur, mungkin ada kawan2 yg kena juga .ini no reknya BNI 1803730266, A/n Ismail ahmadiya",Ahmadiyah,,1,0,0,0,0,0,0,0,0,"Hati2 buat semua dgn lelang ""Mustofa Zainal gemstone,"" ngaku orang Banyuwangi pensiunan guru, langsung postingan hilang ketika saya sdh transfer alias kabur, mungkin ada kawan2 yg kena juga .ini no reknya BNI 1803730266, A/n Ismail ahmadiya",hati lelang mustofa zainal gemstone ngaku orang banyuwangi pensiunan guru langsung postingan hilang transfer alias kabur kawan kena reknya bni ismail ahmadiya,hati lelang mustofa zainal gemstone ngaku orang banyuwangi pensiunan guru langsung postingan hilang transfer alias kabur kawan kena reknya bni ismail ahmadiya
2-7793,Israel tanpa bantuan mamarika ama linggis mah hanya kaum kaum anjing kurap🤡,Jewish,,0,0,1,0,0,0,1,0,0,Israel tanpa bantuan mamarika ama linggis mah hanya kaum kaum anjing kurap,israel tanpa bantuan mamarika ama linggis mah kaum kaum anjing kurap,israel tanpa bantuan mamarika ama linggis mah kaum kaum anjing kurap
4-3738,"@hermangoranov @aro_6ansi @partaimedsos45 @Refugees @UNHCRIndo maaf ya kak, mungkin ilmuku gak sebanyak kak herman goranov cuma seseorang dikatakan sebagai imigran gelap harus memenuhi unsur tertentu. tapi jika benar bahwa ada oknum tak bertanggungjawab, ini harus diselidiki sih. namun tidak membenarkan statemen diskriminatif untuk rohingya",Rohingya,,0,0,0,1,0,0,0,0,0,"maaf ya kak, mungkin ilmuku gak sebanyak kak herman goranov cuma seseorang dikatakan sebagai imigran gelap harus memenuhi unsur tertentu. tapi jika benar bahwa ada oknum tak bertanggungjawab, ini harus diselidiki sih. namun tidak membenarkan statemen diskriminatif untuk rohingya",maaf kak ilmuku tidak kak herman goranov imigran gelap memenuhi unsur oknum tidak bertanggungjawab diselidiki tidak membenarkan statemen diskriminatif rohingya,maaf kak ilmuku tidak kak herman goranov imigran gelap memenuhi unsur oknum tidak bertanggungjawab diselidiki tidak membenarkan statemen diskriminatif rohingya
2-5817,huooaahhhh basmallaah mau nonton langsung pake mata kepala sendiri fantastic baby cover nya anak2 aamiin aaaarrghhhh boom shakalaka haruto bikin gila asahi jeongwoo masyaAllah trio bias kesukaanku 😍😍😍,Disabilitas,,0,0,0,0,0,0,0,0,0,huooaahh basmallaah mau nonton langsung pake mata kepala sendiri fantastic baby cover nya anak2 aamiin aarrghh boom shakalaka haruto bikin gila asahi jeongwoo masyaAllah trio bias kesukaanku,huooaah basmallaah nonton langsung pake mata kepala fantastic baby cover anak aamiin arrgh boom shakalaka haruto bikin gila asahi jeongwoo masyaallah trio bias kesukaanku,huooaah basmallaah nonton langsung pake mata kepala fantastic baby cover anak aamiin arrgh boom shakalaka haruto bikin gila asahi jeongwoo masyaallah trio bias kesukaanku
4-2720,"Saran nama bayi perempuan donk bund,lahir bulan januari. Agama Katolik 🙏",Kristen,,0,0,0,0,0,0,0,0,0,"Saran nama bayi perempuan donk bund,lahir bulan januari. Agama Katolik",saran nama bayi perempuan donk bundlahir januari agama katolik,saran nama bayi perempuan donk bundlahir januari agama katolik
2-2099,"Plannya sih untuk seminggu, tapi gw rasa 3 hari aja dah abis secara kerjanya banyakan di kamar nonton Chinese series saking dapet hotel dah 2x kok pake projector gitu macem presentasi meeting dah gitu opsinya iqiyi, wetv dll kan jadi syeneng nontonnya 😆",Tionghoa,,0,0,0,0,0,0,0,0,0,"Plannya sih untuk seminggu, tapi gw rasa 3 hari aja dah abis secara kerjanya banyakan di kamar nonton Chinese series saking dapet hotel dah 2x kok pake projector gitu macem presentasi meeting dah gitu opsinya iqiyi, wetv dll kan jadi syeneng nontonnya",plannya seminggu dah abis kerjanya banyakan kamar nonton chinese series saking dapet hotel dah pake projector gitu macem presentasi meeting dah gitu opsinya iqiyi wetv dll syeneng nontonnya,plannya seminggu dah abis kerjanya banyakan kamar nonton chinese series saking dapet hotel dah pake projector gitu macem presentasi meeting dah gitu opsinya iqiyi wetv dll syeneng nontonnya
2-2090,Forum Syair China – Kode Syair China 12 November 2023,Tionghoa,,0,0,0,0,0,0,0,0,0,Forum Syair China Kode Syair China 12 November 2023,forum syair china kode syair china november,forum syair china kode syair china november
1-1941,"Yg udah2, setiap selesai perang wilayah israel bertambah..",Jewish,,0,0,0,0,0,0,0,0,0,"Yg udah2, setiap selesai perang wilayah israel bertambah..",udah selesai perang wilayah israel bertambah,udah selesai perang wilayah israel bertambah
2-8650,Prediksi china pools - SENIN 11 SEPTEMBER 2023 #chinapools #prediksichinapools #prediksitogelchinapools #chinapoolshariini #bulantogel #togelonline #bandartogelonline #bulantogelsitusterpercaya #casinoonline #togelpulsa #casinopulsa #bulantoto #bulan4d,Tionghoa,,0,0,0,0,0,0,0,0,0,Prediksi china pools - SENIN 11 SEPTEMBER 2023,prediksi china pools senin september,prediksi china pools senin september
2-7838,Pemerintah Tunisia Tegaskan Warga Palestina Punya Hak Merebut Tanah Mereka yang Diduduki Israel -,Jewish,,0,0,0,0,0,0,0,0,0,Pemerintah Tunisia Tegaskan Warga Palestina Punya Hak Merebut Tanah Mereka yang Diduduki Israel -,pemerintah tunisia tegaskan warga palestina hak merebut tanah diduduki israel,pemerintah tunisia tegaskan warga palestina hak merebut tanah diduduki israel
4-702,Akun WhatsApp Kepala Kejari Malinau,UNKNOWN,“Akun WhatsApp Kepala Kejari Malinau 0823 1174 8879”,0,0,0,0,0,0,0,0,0,Akun WhatsApp Kepala Kejari Malinau,akun whatsapp kepala kejari malinau,akun whatsapp kepala kejari malinau
2-12101,MELEDAK JOSS CHINA BAWA HIUUU🔥🔥🦈🦈🦈🦈 Untuk info Result & Prediksi Lainnya #inforesult #resulthariini #resulttogel #keluaranhariini #misterjato,Tionghoa,,1,0,0,0,0,0,0,0,0,MELEDAK JOSS CHINA BAWA HIUU Untuk info Result & Prediksi Lainnya,meledak joss china bawa hiu info result prediksi,meledak joss china bawa hiu info result prediksi
1-6416,Scan Sticker Barcode di Toll Dapat Saldo E-Toll 500 Ribu Rupiah,UNKNOWN,“Nemu sticker ini di toll apa bener discan dpet 500rb ?”,0,0,0,0,0,0,0,0,0,Scan Sticker Barcode di Toll Dapat Saldo E-Toll 500 Ribu Rupiah,scan sticker barcode toll saldo etoll ribu rupiah,scan sticker barcode toll saldo etoll ribu rupiah
2-1646,🐈 Gila ya mnrt gw binus! Ga peduli sm kesehatan mental mahasiswanya. Kamis gw ada uts tapi besok rabu masih ada kelas dri jam 07.00 - 17.00 blm lagi semester ini di jurusan gw semua matkul closebook. We need a break,Disabilitas,,0,0,1,0,0,0,1,0,0,Gila ya mnrt gw binus! Ga peduli sm kesehatan mental mahasiswanya. Kamis gw ada uts tapi besok rabu masih ada kelas dri jam 07.00 - 17.00 blm lagi semester ini di jurusan gw semua matkul closebook. We need a break,gila mnrt binus tidak peduli kesehatan mental mahasiswanya kamis uts besok rabu kelas dri jam belum semester jurusan matkul closebook need break,gila mnrt binus tidak peduli kesehatan mental mahasiswanya kamis uts besok rabu kelas dri jam belum semester jurusan matkul closebook need break
4-3563,"Delapan imigran gelap Rohingya yang masuk ke NTT melalui Kabupaten Belu terciduk sudah memiliki KTP di Indonesia dengan alamat Desa Takirin, Kecamatan Tasifeto Timur, Kabupaten Belu, Nusa Tenggara Timur.

Sesuai penelusuran petugas kepolisian, mereka menggunakan KTP ilegal yang telah dibuat di Kota Medan. Para imigran ini awalnya berangkat dari Bangladesh menuju Malaysia dan melanjutkan perjalanan ke Medan hingga mencapai wilayah perbatasan Indonesia-Timor Leste.Dilansir dari iNews, salah satu dari mereka, Nadim, mengakui mendapatkan KTP di Medan dengan membayar 300 ribu rupiah kepada petugas pembuat KTP. 

Mereka datang ke NTT dengan tujuan mencari pekerjaan.Menanggapi hal itu, Kadis Dukcapil Kota Kupang, Angela Tamo Inya menegaskan kartu identitas tersebut adalah palsu.“Kami nyatakan bahwa KTP elektronik tersebut adalah dokumen dan data Palsu, yang dibuat dan dipergunakan oleh oknum-oknum yang tidak bertanggung jawab,” tegasnya. 
.
.
Credit @faktaindo
Follow 👉 @dunia_kaumhawa 
.
.
.
Tag siapapun yang harus melihat ini dan jangan lupa sedekah Like ♥️ nya 🤗
.
.
.
. ‏꧂💙 @dunia_kaumhawa 💙 ꧁
.
.
Agar jangkauan postingan semakn meluas, mohon berikan emot terbaiknya dikolom komentar ya 🤗
. 
.
.
👥 𝙁𝙤𝙡𝙡𝙤𝙬 @dunia_kaumhawa
.
.
••✿❀••✿•◆❀🌺🌺🌺
.
TERTARIK UNTUK PAID PROMOTE DI AKUN KAMI? 😍😍
Langsung cek Bio ya gengs 🤗❤️
Atau WA📲 088228890333
.
••✿❀••✿•◆❀🌺🌺🌺
#INFOVIRAL #rohingya #infopenting #aceh #viralnews #pptermurah #ppolshopmurah #pplaris #bogorhits #jaksel #ppolshopmurah #umkmindonesia #viralvideos #videotrending #kalimantan #infoupdate #paidpromoteindonesia #viral #fyp #fypシ #olshopindo #lhokseumawe #infoaceh #pengungsirohingya #pekalonganhits #acehbesar #tkw #viralreels #dunia_kaumhawa Delapan imigran gelap Rohingya yang masuk ke NTT melalui Kabupaten Belu terciduk sudah memiliki KTP di Indonesia dengan alamat Desa Takirin, Kecamatan Tasifeto Timur, Kabupaten Belu, Nusa Tenggara Timur.

Sesuai penelusuran petugas kepolisian, mereka menggunakan KTP ilegal yang telah dibuat di Kota Medan. Para imigran ini awalnya berangkat dari Bangladesh menuju Malaysia dan melanjutkan perjalanan ke Medan hingga mencapai wilayah perbatasan Indonesia-Timor Leste.Dilansir dari iNews, salah satu dari mereka, Nadim, mengakui mendapatkan KTP di Medan dengan membayar 300 ribu rupiah kepada petugas pembuat KTP. 

Mereka datang ke NTT dengan tujuan mencari pekerjaan.Menanggapi hal itu, Kadis Dukcapil Kota Kupang, Angela Tamo Inya menegaskan kartu identitas tersebut adalah palsu.“Kami nyatakan bahwa KTP elektronik tersebut adalah dokumen dan data Palsu, yang dibuat dan dipergunakan oleh oknum-oknum yang tidak bertanggung jawab,” tegasnya. 
.
.
Credit @faktaindo
Follow 👉 @dunia_kaumhawa 
.
.
.
Tag siapapun yang harus melihat ini dan jangan lupa sedekah Like ♥️ nya 🤗
.
.
.
. ‏꧂💙 @dunia_kaumhawa 💙 ꧁
.
.
Agar jangkauan postingan semakn meluas, mohon berikan emot terbaiknya dikolom komentar ya 🤗
. 
.
.
👥 𝙁𝙤𝙡𝙡𝙤𝙬 @dunia_kaumhawa
.
.
••✿❀••✿•◆❀🌺🌺🌺
.
TERTARIK UNTUK PAID PROMOTE DI AKUN KAMI? 😍😍
Langsung cek Bio ya gengs 🤗❤️
Atau WA📲 088228890333
.
••✿❀••✿•◆❀🌺🌺🌺
#INFOVIRAL #rohingya #infopenting #aceh #viralnews #pptermurah #ppolshopmurah #pplaris #bogorhits #jaksel #ppolshopmurah #umkmindonesia #viralvideos #videotrending #kalimantan #infoupdate #paidpromoteindonesia #viral #fyp #fypシ #olshopindo #lhokseumawe #infoaceh #pengungsirohingya #pekalonganhits #acehbesar #tkw #viralreels #dunia_kaumhawa",Rohingya,,0,0,0,1,0,0,0,0,0,"Delapan imigran gelap Rohingya yang masuk ke NTT melalui Kabupaten Belu terciduk sudah memiliki KTP di Indonesia dengan alamat Desa Takirin, Kecamatan Tasifeto Timur, Kabupaten Belu, Nusa Tenggara Timur. Sesuai penelusuran petugas kepolisian, mereka menggunakan KTP ilegal yang telah dibuat di Kota Medan. Para imigran ini awalnya berangkat dari Bangladesh menuju Malaysia dan melanjutkan perjalanan ke Medan hingga mencapai wilayah perbatasan Indonesia-Timor Leste.Dilansir dari iNews, salah satu dari mereka, Nadim, mengakui mendapatkan KTP di Medan dengan membayar 300 ribu rupiah kepada petugas pembuat KTP. Mereka datang ke NTT dengan tujuan mencari pekerjaan.Menanggapi hal itu, Kadis Dukcapil Kota Kupang, Angela Tamo Inya menegaskan kartu identitas tersebut adalah palsu.Kami nyatakan bahwa KTP elektronik tersebut adalah dokumen dan data Palsu, yang dibuat dan dipergunakan oleh oknum-oknum yang tidak bertanggung jawab, tegasnya. . . Credit Follow . . . Tag siapapun yang harus melihat ini dan jangan lupa sedekah Like nya . . . . . . Agar jangkauan postingan semakn meluas, mohon berikan emot terbaiknya dikolom komentar ya . . . . . . TERTARIK UNTUK PAID PROMOTE DI AKUN KAMI? Langsung cek Bio ya gengs Atau WA 08822889033 . Delapan imigran gelap Rohingya yang masuk ke NTT melalui Kabupaten Belu terciduk sudah memiliki KTP di Indonesia dengan alamat Desa Takirin, Kecamatan Tasifeto Timur, Kabupaten Belu, Nusa Tenggara Timur. Sesuai penelusuran petugas kepolisian, mereka menggunakan KTP ilegal yang telah dibuat di Kota Medan. Para imigran ini awalnya berangkat dari Bangladesh menuju Malaysia dan melanjutkan perjalanan ke Medan hingga mencapai wilayah perbatasan Indonesia-Timor Leste.Dilansir dari iNews, salah satu dari mereka, Nadim, mengakui mendapatkan KTP di Medan dengan membayar 300 ribu rupiah kepada petugas pembuat KTP. Mereka datang ke NTT dengan tujuan mencari pekerjaan.Menanggapi hal itu, Kadis Dukcapil Kota Kupang, Angela Tamo Inya menegaskan kartu identitas tersebut adalah palsu.Kami nyatakan bahwa KTP elektronik tersebut adalah dokumen dan data Palsu, yang dibuat dan dipergunakan oleh oknum-oknum yang tidak bertanggung jawab, tegasnya. . . Credit Follow . . . Tag siapapun yang harus melihat ini dan jangan lupa sedekah Like nya . . . . . . Agar jangkauan postingan semakn meluas, mohon berikan emot terbaiknya dikolom komentar ya . . . . . . TERTARIK UNTUK PAID PROMOTE DI AKUN KAMI? Langsung cek Bio ya gengs Atau WA 08822889033 .",delapan imigran gelap rohingya masuk ntt kabupaten belu terciduk memiliki ktp indonesia alamat desa takirin kecamatan tasifeto timur kabupaten belu nusa tenggara timur sesuai penelusuran petugas kepolisian ktp ilegal kota medan imigran berangkat bangladesh malaysia melanjutkan perjalanan medan mencapai wilayah perbatasan indonesiatimor lestedilansir inews salah nadim mengakui ktp medan membayar ribu rupiah petugas pembuat ktp ntt tujuan mencari pekerjaanmenanggapi kadis dukcapil kota kupang angela tamo inya kartu identitas palsukami nyatakan ktp elektronik dokumen data palsu oknumoknum tidak bertanggung credit follow tag jangan lupa sedekah like jangkauan postingan semakn meluas mohon emot terbaiknya dikolom komentar tertarik paid promote akun langsung cek bio gengs delapan imigran gelap rohingya masuk ntt kabupaten belu terciduk memiliki ktp indonesia alamat desa takirin kecamatan tasifeto timur kabupaten belu nusa tenggara timur sesuai penelusuran petugas kepolisian ktp ilegal kota medan imigran berangkat bangladesh malaysia melanjutkan perjalanan medan mencapai wilayah perbatasan indonesiatimor lestedilansir inews salah nadim mengakui ktp medan membayar ribu rupiah petugas pembuat ktp ntt tujuan mencari pekerjaanmenanggapi kadis dukcapil kota kupang angela tamo inya kartu identitas palsukami nyatakan ktp elektronik dokumen data palsu oknumoknum tidak bertanggung credit follow tag jangan lupa sedekah like jangkauan postingan semakn meluas mohon emot terbaiknya dikolom komentar tertarik paid promote akun langsung cek bio gengs,delapan imigran gelap rohingya masuk ntt kabupaten belu terciduk memiliki ktp indonesia alamat desa takirin kecamatan tasifeto timur kabupaten belu nusa tenggara timur sesuai penelusuran petugas kepolisian ktp ilegal kota medan imigran berangkat bangladesh malaysia melanjutkan perjalanan medan mencapai wilayah perbatasan indonesiatimor lestedilansir inews salah nadim mengakui ktp medan membayar ribu rupiah petugas pembuat ktp ntt tujuan mencari pekerjaanmenanggapi kadis dukcapil kota kupang angela tamo inya kartu identitas palsukami nyatakan ktp elektronik dokumen data palsu oknumoknum tidak bertanggung credit follow tag jangan lupa sedekah like jangkauan postingan semakn meluas mohon emot terbaiknya dikolom komentar tertarik paid promote akun langsung cek bio gengs delapan imigran gelap rohingya masuk ntt kabupaten belu terciduk memiliki ktp indonesia alamat desa takirin kecamatan tasifeto timur kabupaten belu nusa tenggara timur sesuai penelusuran petugas kepolisian ktp ilegal kota medan imigran berangkat bangladesh malaysia melanjutkan perjalanan medan mencapai wilayah perbatasan indonesiatimor lestedilansir inews salah nadim mengakui ktp medan membayar ribu rupiah petugas pembuat ktp ntt tujuan mencari pekerjaanmenanggapi kadis dukcapil kota kupang angela tamo inya kartu identitas palsukami nyatakan ktp elektronik dokumen data palsu oknumoknum tidak bertanggung credit follow tag jangan lupa sedekah like jangkauan postingan semakn meluas mohon emot terbaiknya dikolom komentar tertarik paid promote akun langsung cek bio gengs
